Date,Pharma,FMCG,Power,Steel
9-Jan-07,798.8,210.1,54.24,402.93
10-Jan-07,775.25,208.55,53.65,399.79
11-Jan-07,791.5,218,54.42,407.97
12-Jan-07,810.2,219.6,55.47,413.09
15-Jan-07,805.35,221.7,55.86,429.27
16-Jan-07,809.1,220,55.3,426.22
17-Jan-07,815.95,220.8,55.87,427.59
18-Jan-07,814.1,223.95,55.49,420.29
19-Jan-07,811.4,221.85,55.67,413.27
22-Jan-07,809.9,224.1,56.96,416.45
23-Jan-07,770,222.25,57.89,410.62
24-Jan-07,763,214.25,58.14,425.51
25-Jan-07,763.35,215.9,59.28,450.08
29-Jan-07,751.8,213.85,58.89,458.96
31-Jan-07,742.8,208.2,58.49,410.04
1-Feb-07,744.3,207.2,57.26,404.56
2-Feb-07,745.15,208.45,58.48,409.16
5-Feb-07,750.1,207.8,59.08,415.3
6-Feb-07,750.45,209,58.88,411.15
7-Feb-07,746.15,207.5,57.98,410.35
8-Feb-07,741.8,205.15,58.39,407.97
9-Feb-07,730.75,202.6,57.86,400.59
12-Feb-07,725.05,203.3,58.19,392.19
13-Feb-07,724.65,200.8,58.1,382.03
14-Feb-07,719.65,200.25,58.72,387.9
15-Feb-07,734.9,205.75,58.37,390.73
19-Feb-07,730.1,205.1,58.88,392.28
20-Feb-07,728.65,199.65,58.65,392.54
21-Feb-07,729.5,195.5,57.97,402.31
22-Feb-07,710.9,192.1,57.76,403.1
23-Feb-07,681.9,187.45,55.32,405.84
26-Feb-07,691.5,189.05,55.5,415.12
27-Feb-07,692.4,185.3,53.64,414.82
28-Feb-07,677.2,176.15,52.49,391.08
1-Mar-07,662.95,176,52.18,399.39
2-Mar-07,660.6,179,50.73,391.66
5-Mar-07,618.65,173.55,48.95,371.42
6-Mar-07,620.8,171.4,47.43,370.58
7-Mar-07,634.35,167.8,47.89,365.01
8-Mar-07,677,183.8,50.43,377.74
9-Mar-07,659.75,183.55,48.76,383.4
12-Mar-07,659.2,185,49.46,385.47
13-Mar-07,661.1,181.2,50.08,392.85
14-Mar-07,646.25,176.8,49.47,379.77
15-Mar-07,674.9,177.3,49.49,383
16-Mar-07,682.1,176.8,49.21,380.48
19-Mar-07,677.65,180.2,48.79,379.82
20-Mar-07,679.5,184,48.73,374.82
21-Mar-07,678.25,190.75,48.92,380.08
22-Mar-07,681.5,196.55,49.79,390.64
23-Mar-07,686.65,198.35,49.08,387.73
26-Mar-07,681.4,197.5,48.67,390.55
28-Mar-07,693.9,197.8,48.86,389.85
29-Mar-07,705.45,204.55,49.25,390.02
30-Mar-07,727.5,205.25,49.16,397.36
2-Apr-07,711.4,195.8,47.87,374.82
3-Apr-07,719.2,198.8,48.04,379.86
4-Apr-07,745.65,197.75,48.73,387.28
5-Apr-07,729.3,199.95,48.48,411.15
9-Apr-07,729.65,203.65,49.04,435.98
10-Apr-07,719.9,208.85,49.37,437.97
11-Apr-07,701.25,205.35,51.44,452.38
12-Apr-07,704.55,207.25,50.76,438.32
13-Apr-07,713.1,207.15,51.45,451.85
16-Apr-07,714.1,213.7,53.33,471.42
17-Apr-07,717.4,210.85,53.62,467.22
18-Apr-07,713.75,208.3,51.83,451.94
19-Apr-07,710.05,207.15,51.32,446.5
20-Apr-07,718,205.5,52.72,472.26
23-Apr-07,720,202.2,54.8,492.81
24-Apr-07,713.9,207.15,56.18,511.81
25-Apr-07,711.15,211.2,57.76,504.48
26-Apr-07,717.05,214.7,57.3,495.33
27-Apr-07,711.8,209.5,56.37,475.18
30-Apr-07,709.6,199.4,57.1,485.74
3-May-07,717.2,195.8,58.41,492.1
4-May-07,719.35,195.05,58.17,488.66
7-May-07,703.55,195.45,58.3,487.77
8-May-07,691.25,194.5,57.41,488.88
9-May-07,691.2,191.05,56.75,496.88
10-May-07,689.7,190,55.38,509.29
11-May-07,683.45,185.45,55.3,502.93
14-May-07,651.25,192.05,56.43,522.33
15-May-07,657.45,193.1,55.97,522.86
16-May-07,663.35,197.3,56.65,520.08
17-May-07,677.85,195.05,56.98,527.94
18-May-07,665.75,193.5,56.04,522.37
21-May-07,658.35,193.3,57.63,550.52
22-May-07,662.15,194.2,58.93,554.55
23-May-07,655,198.45,58.73,582.34
24-May-07,649.45,201.25,58.18,558.21
25-May-07,651.3,203.1,58.29,551.81
28-May-07,654.15,200.5,58.29,553.26
29-May-07,655.55,202.6,57.9,556.14
30-May-07,654.4,198.7,57.02,554.81
31-May-07,649.45,203.5,56,558.74
1-Jun-07,648.5,201.25,56.94,560.91
4-Jun-07,654.7,196.45,57.77,562.81
5-Jun-07,655.15,195.55,58.3,566.65
6-Jun-07,650.15,195.25,57.15,545.93
7-Jun-07,646.4,191.45,56.13,543.41
8-Jun-07,631.55,189.4,55.97,517.56
11-Jun-07,625.25,188.35,57.49,512.39
12-Jun-07,611.2,189.65,56.3,533.02
13-Jun-07,627.8,186.7,56.07,526.04
14-Jun-07,638.5,186.8,56.22,542.79
15-Jun-07,632.4,187.05,57.32,530.37
18-Jun-07,631.15,187.45,57.3,520.52
19-Jun-07,635.45,189,57.63,538.11
20-Jun-07,641.6,188.5,60.27,537.4
21-Jun-07,645.5,189.25,61.45,537.66
22-Jun-07,650.25,191.6,61.64,529.36
25-Jun-07,650.1,188.8,61.52,529.89
26-Jun-07,649.95,190.1,61.03,533.07
27-Jun-07,653.65,190.75,62.3,526.97
28-Jun-07,654.8,189.35,64.62,524.14
29-Jun-07,655.95,188.85,64.75,527.81
2-Jul-07,660.8,189.05,64.37,524.45
3-Jul-07,665.05,194.65,64.4,530.9
4-Jul-07,663.4,197.45,63.33,544.78
5-Jul-07,673,198.9,64.68,554.24
6-Jul-07,672.5,199.95,63.64,550.74
9-Jul-07,676.05,195.35,64.46,552.82
10-Jul-07,680.35,198.5,64.87,560.29
11-Jul-07,680.75,202.4,64.87,579.34
12-Jul-07,682.2,205.75,67.22,594.14
13-Jul-07,668.35,202.65,66.11,614.03
16-Jul-07,662.25,198.15,66.97,613.58
17-Jul-07,674.1,197.3,64.41,601.43
18-Jul-07,665.55,198.95,64.61,603.38
19-Jul-07,665.05,197.85,64.41,602.98
20-Jul-07,668.25,194.25,64.73,632.14
23-Jul-07,667.1,204,64.51,637.23
24-Jul-07,672.95,199.65,65.9,637.31
25-Jul-07,665.5,201.9,66.05,627.06
26-Jul-07,666.25,204.65,68.14,621.71
27-Jul-07,642.9,196.45,67.55,575.89
30-Jul-07,635.95,208.75,69.57,572.09
31-Jul-07,633.55,206.35,70.84,579.25
1-Aug-07,622.45,201.7,67.64,550.08
2-Aug-07,630.95,201.55,67.17,564.66
3-Aug-07,622.9,204.65,67.11,575.98
6-Aug-07,626.45,200.15,64.71,574.43
7-Aug-07,635.45,200.05,66.6,567.93
8-Aug-07,630.25,202.8,67.84,574.96
9-Aug-07,638,201.05,66.53,576.64
10-Aug-07,632.85,195.65,66.21,562.01
13-Aug-07,635.8,203.55,69.65,569.26
14-Aug-07,637.1,200.05,68.54,567.14
16-Aug-07,628,196.2,67.08,508.5
17-Aug-07,621.6,192.2,67.63,481.06
20-Aug-07,625.25,198.4,66.32,502.71
21-Aug-07,621.7,193.4,65.72,482.65
22-Aug-07,626.75,196.2,65.95,503.15
23-Aug-07,630.8,198.2,65.74,495.11
24-Aug-07,627.4,199.7,65.65,514.69
27-Aug-07,630.95,200.85,66.61,532.94
28-Aug-07,634,202.2,66.06,535.06
29-Aug-07,630.2,202,66.15,583.18
30-Aug-07,636.6,202.35,65.74,580.97
31-Aug-07,640.8,208.6,65.98,609.56
3-Sep-07,665.6,209.2,66.06,611.46
4-Sep-07,661.25,210.75,67.6,603.99
5-Sep-07,662.3,212.45,68.79,604.17
6-Sep-07,662.75,216.35,70.33,612.08
7-Sep-07,664.55,213.95,69.37,608.1
10-Sep-07,659.55,213.9,70.22,612.48
11-Sep-07,651.2,217.05,70.33,626.35
12-Sep-07,646.35,217.1,70.74,628.65
13-Sep-07,641.55,215,72.46,624.5
14-Sep-07,640.4,211.95,71.77,621.8
17-Sep-07,642.3,212.55,70.89,622.91
18-Sep-07,641.5,214.3,72.17,628.3
19-Sep-07,645.05,217,73.43,658.17
20-Sep-07,638.5,214.15,74.67,653.84
21-Sep-07,639.85,218.85,75.8,654.72
24-Sep-07,637.05,223.55,80.23,661.88
25-Sep-07,635.45,227.05,80.69,657.29
26-Sep-07,639.7,225.25,80.35,663.65
27-Sep-07,646.1,218.8,82.47,702.27
28-Sep-07,649,219.35,82.53,751.55
1-Oct-07,658.45,222.4,87.89,743.28
3-Oct-07,655.25,220.35,99.52,742.44
4-Oct-07,653.8,223.1,95.82,764.27
5-Oct-07,653.45,221.3,91.11,736.12
8-Oct-07,629.1,221.05,86.89,697.32
9-Oct-07,642.6,223.85,94.37,737.63
10-Oct-07,633.15,223.8,105.15,747.3
11-Oct-07,629.9,225.75,105.13,750.88
12-Oct-07,615.5,221.4,101.23,749.56
15-Oct-07,619.35,219.2,107.13,805.5
16-Oct-07,622.15,212.45,132.29,801.66
17-Oct-07,606.2,208.5,113.48,768.12
18-Oct-07,612.55,209.55,104.1,739
19-Oct-07,614.4,204.55,94.25,752.74
22-Oct-07,616.75,206.5,96.17,740.01
23-Oct-07,634.9,215.2,102.15,791.36
24-Oct-07,629.95,215.3,105.45,809.04
25-Oct-07,614.6,220.5,107.84,874
26-Oct-07,611.95,217.6,109.48,875.5
29-Oct-07,611.7,219.75,114.13,900.9
30-Oct-07,615.45,219,115.6,898.6
31-Oct-07,620.95,207.6,116.92,905.05
1-Nov-07,610.75,194.25,118.61,885.15
2-Nov-07,614.3,195.75,125.17,893.85
5-Nov-07,601.4,193.15,131.81,879.1
6-Nov-07,613.35,195.35,130.63,859.8
7-Nov-07,603.35,192.2,124.32,860.05
8-Nov-07,605.15,194.8,119.34,845.1
9-Nov-07,605.1,193.25,117.08,834.05
12-Nov-07,605.1,198.75,117.85,815.2
13-Nov-07,603.2,200.4,121.4,832.95
14-Nov-07,605.1,201.05,126.41,857.95
15-Nov-07,600,199.95,120.2,860.6
16-Nov-07,620.35,201.05,120.83,843.2
19-Nov-07,616.7,204.8,122.75,862.75
20-Nov-07,617.3,205.3,117.46,859.55
21-Nov-07,599.85,201.95,111.87,822
22-Nov-07,601.25,201.9,110.49,818.95
23-Nov-07,602.05,205.55,110.95,820.5
26-Nov-07,613.7,210,113.76,849
27-Nov-07,609.55,210.25,109.61,847.6
28-Nov-07,612.65,208.7,107.55,818.7
29-Nov-07,616.25,210.2,108.03,802.15
30-Nov-07,632.15,207.15,113.13,825.7
3-Dec-07,645.6,206.2,121.87,838.7
4-Dec-07,657.75,206.6,126.1,872.95
5-Dec-07,664.85,206.5,126.48,865.35
6-Dec-07,662,207.55,125.56,847.2
7-Dec-07,666.65,208.35,127.74,833.4
10-Dec-07,659.85,205.5,126.62,833.5
11-Dec-07,674,209.65,126.93,835.85
12-Dec-07,685.8,210.4,130.94,864.45
13-Dec-07,710.6,212,126.17,889.4
14-Dec-07,717.9,216.95,125.54,877.85
17-Dec-07,716.8,218.6,125.06,823.85
18-Dec-07,717.45,211.2,121.12,816.35
19-Dec-07,697.15,212.05,121.53,824.2
20-Dec-07,721.7,212.55,123.97,824.8
24-Dec-07,719.7,215.55,127.97,862.5
26-Dec-07,720.2,214.7,130.1,892.75
27-Dec-07,719.1,215.35,130.78,906.35
28-Dec-07,713.6,215.95,134.26,931.4
31-Dec-07,735.35,213.9,141.95,934.8
1-Jan-08,721.55,218.1,149.51,933.2
2-Jan-08,747.15,215.4,148.08,934.75
3-Jan-08,718.3,222.95,154.56,926.75
4-Jan-08,728.6,231.35,156.99,930.1
7-Jan-08,712.2,237.25,155.6,925.7
8-Jan-08,702.6,234.65,151.25,891.8
9-Jan-08,697.1,233.85,151.09,890.5
10-Jan-08,690.45,228.8,144.57,854.1
11-Jan-08,680.6,224.25,140.66,853.25
14-Jan-08,668.2,219.55,147.83,838.95
15-Jan-08,673.15,216.2,149.23,851.85
16-Jan-08,672.1,214.95,140.82,818.55
17-Jan-08,672.35,217.3,142.12,810.15
18-Jan-08,674.45,214.15,138.38,781.9
21-Jan-08,623.6,199.8,119.99,722.45
22-Jan-08,596.5,186.25,104.67,671.05
23-Jan-08,614.7,189.55,119.07,696.8
24-Jan-08,567.2,187.6,117.13,671.35
25-Jan-08,605.4,199.3,121.87,714.1
28-Jan-08,565.05,199.35,122.66,698.4
29-Jan-08,539.65,207.25,126.62,716.2
30-Jan-08,539.4,196.6,127.17,723.5
31-Jan-08,528.2,206.5,123.52,733.5
1-Feb-08,528.75,207.8,129.42,776.45
4-Feb-08,527.95,211.9,135.18,802.8
5-Feb-08,544.45,209.05,139.66,817.8
6-Feb-08,529.85,205.05,136.75,799.45
7-Feb-08,522.65,199.6,136.61,771.4
8-Feb-08,517,211.75,129.13,750.4
11-Feb-08,507.45,195.95,113.3,726.05
12-Feb-08,503.5,193.7,114.07,710.45
13-Feb-08,509.7,193.05,117.12,758.2
14-Feb-08,538,203.35,123.12,778.6
15-Feb-08,543.75,211.2,124.94,818.5
18-Feb-08,535.65,216.6,127.85,821.25
19-Feb-08,531.2,221.1,125.05,812.6
20-Feb-08,532.1,213.9,128.95,772.6
21-Feb-08,535.3,219.8,129.92,806.05
22-Feb-08,539.75,215.75,130.94,803.45
25-Feb-08,540.65,215.4,130.28,808.6
26-Feb-08,549,219.45,130.86,809.25
27-Feb-08,541.55,219.9,132.8,811.05
28-Feb-08,569.35,220.15,133.66,823.7
29-Feb-08,582.65,227.35,135.21,801.55
3-Mar-08,569.95,231.8,126.04,770.65
4-Mar-08,557.65,229,119.33,777.75
5-Mar-08,579.9,225.55,115.54,798.45
7-Mar-08,569.45,226.65,109.65,772.6
10-Mar-08,575.05,223.5,106.23,812.2
11-Mar-08,559.5,223.75,114.61,819.05
12-Mar-08,552.8,221.75,114.77,766.45
13-Mar-08,539.3,222.45,112.28,697.2
14-Mar-08,539.15,226.15,111.99,715.25
17-Mar-08,535.2,222.6,108.76,658.5
18-Mar-08,546.05,231.05,102.35,639.25
19-Mar-08,541.4,225.3,101.56,637.3
24-Mar-08,564.9,235,105.94,592.45
25-Mar-08,576.25,244.95,112.72,633.8
26-Mar-08,575.4,234.4,111.96,657.85
27-Mar-08,580.15,244,112.86,654.8
28-Mar-08,590.75,242.2,116.88,716.75
31-Mar-08,590.95,228.7,113.09,693.15
1-Apr-08,593.55,238.55,113.34,667.4
2-Apr-08,602.6,235.8,114.55,645.95
3-Apr-08,619.15,243.35,111.87,659.6
4-Apr-08,599.2,241.55,108.11,660.7
7-Apr-08,604.6,253,113.49,679.35
8-Apr-08,591.7,247.9,109.43,656.3
9-Apr-08,583.75,244.45,114.72,678.9
10-Apr-08,577.95,240,115.77,685.9
11-Apr-08,591,235.15,120.34,692.2
15-Apr-08,615.95,245.4,123.31,692.8
16-Apr-08,602.25,241.05,122.03,690.65
17-Apr-08,606.3,232.4,125.44,715.2
21-Apr-08,610.75,235.85,126.85,776.8
22-Apr-08,610.85,237.9,126.77,780.9
23-Apr-08,614.1,241.8,127.94,797.6
24-Apr-08,611.25,249.35,131.13,776.5
25-Apr-08,614.8,249.75,129.08,803.3
28-Apr-08,624.7,247.2,130.31,777.7
29-Apr-08,627.05,250.85,134.31,808.9
30-Apr-08,622.45,249.5,134.36,817.6
2-May-08,632.45,249.45,137.74,797
5-May-08,638.45,248.15,134.55,802.55
6-May-08,643.8,248.2,128.52,816.4
7-May-08,644.75,251.1,131.58,824.95
8-May-08,656.4,250.95,129.72,845.65
9-May-08,628.45,250.4,130.48,843.9
12-May-08,635.95,247.1,130.47,842.8
13-May-08,624.4,245.65,130.08,851.3
14-May-08,676.45,243.1,130.93,886.35
15-May-08,654.2,238.6,135.07,881.9
16-May-08,650.2,243.7,140.05,890.9
20-May-08,638.85,241.75,143.87,894.65
21-May-08,658.15,236.1,144.29,922.25
22-May-08,680.4,235,142.5,908.5
23-May-08,687.45,235.75,138.81,896.5
26-May-08,691.65,231.25,133.01,874.95
27-May-08,694.2,232.35,130.94,867.95
28-May-08,682.05,238.1,134.4,902.7
29-May-08,676.45,236.65,131.78,896.05
30-May-08,714.6,237.15,130.92,902.9
2-Jun-08,718.3,233.6,124.68,868.05
3-Jun-08,694.65,234.7,121.05,861.75
4-Jun-08,669.65,230.4,112.51,815.6
5-Jun-08,701,237.85,121.27,840.9
6-Jun-08,693.25,235.6,123.04,823.2
9-Jun-08,692.75,231.95,124.14,822.9
10-Jun-08,696.5,234.4,124.58,820.85
11-Jun-08,709.6,232.55,125.72,837.2
12-Jun-08,700.8,232.45,127.04,856.85
13-Jun-08,728.55,226.55,120.86,841.35
16-Jun-08,714.6,231.65,125.48,848.35
17-Jun-08,708.35,236.4,125.11,849.65
18-Jun-08,688.65,234.8,123.46,822.65
19-Jun-08,680.2,231.95,123.17,815.6
20-Jun-08,658,225.65,120.92,777.6
23-Jun-08,646.8,226.55,115.09,745.55
24-Jun-08,659.3,214.5,107.86,711.25
25-Jun-08,652.7,216.05,106.29,742.95
26-Jun-08,653.2,212.15,108.74,757.1
27-Jun-08,653.15,208.5,102.1,726.75
30-Jun-08,670.55,206.1,101.64,728.35
1-Jul-08,658.3,197.7,97.27,697.85
2-Jul-08,660.6,200.15,106.09,741.2
3-Jul-08,654.65,196.45,97.14,657.45
4-Jul-08,645.5,201.6,105.95,640.1
7-Jul-08,639.4,209.45,104.71,651.75
8-Jul-08,644.05,209.6,99.33,651.4
9-Jul-08,655.55,215.55,102.43,677.9
10-Jul-08,653.3,217.75,100.43,698.95
11-Jul-08,647.3,214.8,94.11,666.15
14-Jul-08,656.45,219.2,96.2,684.1
15-Jul-08,646.55,211.65,93.63,647
16-Jul-08,630.1,215.4,91.89,625.7
17-Jul-08,639.6,219.8,96.45,607.4
18-Jul-08,664.25,219.7,97.99,592.65
21-Jul-08,675.65,227.95,100.71,598.5
22-Jul-08,627.7,232.55,106.99,624.35
23-Jul-08,632.6,231.05,108.77,667
24-Jul-08,639,227.85,101.26,631
25-Jul-08,634.75,232.2,97.99,617.9
28-Jul-08,628.05,230.9,101.48,603.95
29-Jul-08,592.35,237.5,100.68,584.3
30-Jul-08,585.5,238.6,107.65,630.05
31-Jul-08,569.2,239.7,111.95,654.95
1-Aug-08,585.25,235.15,107.74,680.65
4-Aug-08,587.8,234,108.02,691.75
5-Aug-08,589.5,240.05,106.28,675.95
6-Aug-08,582.7,245.65,102.4,645.65
7-Aug-08,608.8,242.05,101.31,642.8
8-Aug-08,625.35,242.05,102.22,651.2
11-Aug-08,609.15,241.5,103.92,644.8
12-Aug-08,599.25,242.95,100.1,607.95
13-Aug-08,600.25,243.75,98.33,610.45
14-Aug-08,589.3,238.9,99.87,616.2
18-Aug-08,601.85,241.75,98.43,603
19-Aug-08,601.15,243.45,98.27,599.1
20-Aug-08,600.9,242.45,98.85,605.2
21-Aug-08,592.25,236.05,98.78,589.3
22-Aug-08,585.75,244.85,101.4,594.45
25-Aug-08,585.95,243.9,98.52,585.6
26-Aug-08,573.6,247.5,99.26,577.55
27-Aug-08,589.9,246.3,97.63,581.4
28-Aug-08,569.2,240.95,98.06,571.8
29-Aug-08,579.25,245.4,101.42,600.35
1-Sep-08,580.2,241.95,100.27,584.3
2-Sep-08,591.95,247,103.24,589.2
4-Sep-08,599.15,240.85,104.99,582.3
5-Sep-08,584.65,245.1,104.26,561.1
8-Sep-08,590.65,251.85,106.23,569
9-Sep-08,578.45,251.25,104.85,564.4
10-Sep-08,567.95,250.55,101.24,535
11-Sep-08,560.3,246.85,97.67,526.3
12-Sep-08,570.05,248.9,96.76,523.45
15-Sep-08,561,242.8,95.75,500
16-Sep-08,537.45,240.75,94.14,487.55
17-Sep-08,523.65,238,93.62,475
18-Sep-08,518.85,239.9,91.54,459.35
19-Sep-08,520.3,245.15,99.14,479.6
22-Sep-08,529.8,249.3,98.5,493.75
23-Sep-08,522.95,246.7,98.65,470.95
24-Sep-08,521.2,249.25,98.81,485.7
25-Sep-08,520.7,249.55,96.45,485.05
26-Sep-08,515.65,252.5,95.22,461.4
29-Sep-08,502.7,254.5,88.6,445.35
30-Sep-08,508.95,251.55,87.44,425.6
1-Oct-08,531.85,254.1,91.34,438.65
3-Oct-08,547.4,256.15,85.74,393.8
6-Oct-08,476.9,249.7,77.04,350.25
7-Oct-08,449.7,249.1,74.1,357.35
8-Oct-08,461.75,238.05,77.65,338.2
10-Oct-08,436.15,222.05,74.76,287.5
13-Oct-08,431.75,231.9,76.26,304.3
14-Oct-08,453.8,238.7,80.11,304.8
15-Oct-08,446.25,231.2,76.66,273.25
16-Oct-08,454.4,247.9,77.2,269.75
17-Oct-08,447.5,241.05,72.2,248.2
20-Oct-08,488.2,239.3,69.52,252.55
21-Oct-08,511.05,251.7,76.19,278.3
22-Oct-08,479.55,252.95,72.68,244.8
23-Oct-08,466.55,243.3,70.28,208.45
24-Oct-08,447.1,224.9,60.3,178.3
27-Oct-08,424.95,211,55.03,168.5
28-Oct-08,422.45,218.55,57.03,182.8
29-Oct-08,414.65,208.2,59.5,187.35
31-Oct-08,428.25,221.95,66.55,210.1
3-Nov-08,403.3,237.8,66.9,225.25
4-Nov-08,400.9,246.35,72.47,239.85
5-Nov-08,405.65,238,71.9,215.75
6-Nov-08,409.9,245.25,69.35,186.25
7-Nov-08,407.4,249.3,71.16,190.1
10-Nov-08,415.4,251.8,78.02,214.45
11-Nov-08,421,246.45,72.64,190.9
12-Nov-08,413.75,234.65,70.61,185.1
14-Nov-08,406.9,235.35,72.03,173.25
17-Nov-08,398.15,235.6,69.9,166.3
18-Nov-08,400.5,234,65.88,164.75
19-Nov-08,417.1,233.55,65.35,162
20-Nov-08,415.5,234.3,61.17,158.05
21-Nov-08,415.05,235.05,60.88,160.05
24-Nov-08,429.7,235.95,63.06,156
25-Nov-08,417.25,236,62.82,150.8
26-Nov-08,424.25,236.3,63.19,154.9
28-Nov-08,428.15,236.2,64.57,150.95
1-Dec-08,447.55,232.45,62.34,153.5
2-Dec-08,469.1,233.15,62.16,148.65
3-Dec-08,477.65,232.2,62.49,164.7
4-Dec-08,479.15,236.85,65.97,187.5
5-Dec-08,475.45,234.8,64.55,182.8
8-Dec-08,481.2,240.85,66.32,196
10-Dec-08,484.45,244.75,70.66,217.4
11-Dec-08,460.05,241.45,70.54,217.85
12-Dec-08,444.25,239.7,72.45,217.9
15-Dec-08,455.9,243.8,70.98,227.1
16-Dec-08,452.6,248.1,72.1,224.75
17-Dec-08,441.25,251.25,67.84,218.85
18-Dec-08,454.75,256.2,70.15,222.1
19-Dec-08,474,265.45,71.11,228.85
22-Dec-08,476,262.2,71.48,225
23-Dec-08,468,257.45,70.66,221.55
24-Dec-08,472.95,257.65,70.01,217.45
26-Dec-08,467.3,252.4,70.36,211.5
29-Dec-08,466.4,251.85,70.08,214.8
30-Dec-08,469.9,252,71.36,214.8
31-Dec-08,469.75,250.25,72.22,216.85
1-Jan-09,468.25,250.65,75.62,228.75
2-Jan-09,468.65,247.45,74.34,229.65
5-Jan-09,471.45,243.55,80.11,245.1
6-Jan-09,487.75,246.65,77.65,246.75
7-Jan-09,464.6,251.45,76.76,233.65
9-Jan-09,461.25,263.5,72.22,214.5
12-Jan-09,467.5,262.65,70.2,200.3
13-Jan-09,453.5,254.95,72.58,202.85
14-Jan-09,477.3,254.05,73.96,213.45
15-Jan-09,445.55,247.1,71.15,197.8
16-Jan-09,446.7,250.8,74.63,204.15
19-Jan-09,456.25,253.4,73.53,208.2
20-Jan-09,467.9,246.2,74.3,195
21-Jan-09,444.7,254.55,68.86,188.65
22-Jan-09,428.25,253.35,68.93,179.2
23-Jan-09,432.5,246.9,68.45,166.35
27-Jan-09,443.7,253.1,71.46,172.3
28-Jan-09,442.45,259,72.47,176.85
29-Jan-09,453.75,256.55,73.4,183.3
30-Jan-09,451.15,261.2,73.48,184.65
2-Feb-09,448.25,261.65,72.37,172.4
3-Feb-09,437.9,264.45,72.71,170.7
4-Feb-09,436.55,267.75,72.81,179.15
5-Feb-09,448.2,263.6,71.7,182
6-Feb-09,459.3,260.9,72.66,186.15
9-Feb-09,464.05,260.2,75.15,199.55
10-Feb-09,463.1,258.6,76.58,196.95
11-Feb-09,445.75,258.9,77.97,190.3
12-Feb-09,434.75,258.55,76.74,185.45
13-Feb-09,431.3,259.35,76.88,194.15
16-Feb-09,411.75,255.85,74.88,184.05
17-Feb-09,400.5,251.75,71.98,171.65
18-Feb-09,397.2,253.75,72.56,171.05
19-Feb-09,405.85,249.55,72.56,172.45
20-Feb-09,394.8,249.2,71.17,168.05
24-Feb-09,397.9,252.85,71.14,160.55
25-Feb-09,403.25,251.45,71.84,162.35
26-Feb-09,405.2,253.05,70.53,163.2
27-Feb-09,391.3,253.8,70.1,172.35
2-Mar-09,397.75,244.6,68.68,159.35
3-Mar-09,397.2,241.5,64.27,155.7
4-Mar-09,389.45,240.9,65.07,156.7
5-Mar-09,376.7,230.05,61.77,152.1
6-Mar-09,385.9,223.95,61.66,156.85
9-Mar-09,377.45,216.5,60.1,152.3
12-Mar-09,399.3,225.35,58.59,155.95
13-Mar-09,412.6,229.65,63.97,166.7
16-Mar-09,434.25,235.5,65.12,168.85
17-Mar-09,425.05,233.75,65.31,168.65
18-Mar-09,435.55,232.7,63.74,176.3
19-Mar-09,435.55,230.3,63.93,173.2
20-Mar-09,421.9,233,64.31,176.1
23-Mar-09,435.75,238.7,67.32,194.4
24-Mar-09,423.3,239.2,66.68,187.35
25-Mar-09,426.5,234.7,71.43,195.05
26-Mar-09,444.8,239.05,75.41,204.8
27-Mar-09,474.3,240,75.45,223.5
30-Mar-09,464.35,239.4,73.73,196.15
31-Mar-09,488.65,238.2,73.85,206
1-Apr-09,482.85,236.8,76.68,209.85
2-Apr-09,502.15,230.9,81.72,224.85
6-Apr-09,514,227.05,82.79,235.85
8-Apr-09,520.6,240.8,84.64,242.5
9-Apr-09,516.25,232.95,85.33,261.2
13-Apr-09,529.8,229.85,87.46,282.9
15-Apr-09,540.3,235.6,86.71,293.35
16-Apr-09,523.65,239.15,83.7,269.15
17-Apr-09,534.15,238.2,84.95,258.3
20-Apr-09,543,238,82.92,262.85
21-Apr-09,535.7,242.1,84.92,244.3
22-Apr-09,550.45,241,82.13,241.15
23-Apr-09,564.65,240.25,82.56,262.8
24-Apr-09,552.7,238.15,85.35,260.95
27-Apr-09,565.25,231,83.41,253.45
28-Apr-09,547.5,225.1,80.93,234.3
29-Apr-09,544.35,234.55,86.27,238.05
4-May-09,564.9,239.9,87.28,263
5-May-09,559.15,237.9,86.99,286.15
6-May-09,567.6,234.6,88.07,270.65
7-May-09,572.5,230.65,87.8,294.35
8-May-09,551.35,232.9,86.88,282.5
11-May-09,559.25,226.05,87.08,271.65
12-May-09,594.35,225.05,87.37,275.45
13-May-09,587.65,221.65,86.07,265.35
14-May-09,585.35,224.5,85.31,264.55
15-May-09,572.8,224.3,87.68,272.1
18-May-09,598.8,238.55,101.32,316.95
19-May-09,590.9,229.15,101.48,329.15
20-May-09,629.3,233,102.33,371.3
21-May-09,635.75,230.2,100.23,365.9
22-May-09,661.2,231.85,100.81,363.25
25-May-09,649.55,232.25,103.87,368.7
26-May-09,660.2,230.15,102.5,361
27-May-09,671.95,230.35,104.98,373.25
28-May-09,659.7,230.1,105.91,383.6
29-May-09,644.85,231.1,103.29,406.3
1-Jun-09,635.9,232.85,104.79,437.95
2-Jun-09,617.1,233.75,101.27,474.05
3-Jun-09,619.4,239.7,101.61,487.9
4-Jun-09,644.25,248.65,100.51,470.7
5-Jun-09,684.35,250.95,104.35,463.9
8-Jun-09,686,251.3,104.26,416.55
9-Jun-09,711.4,256.4,110.04,438.55
10-Jun-09,746.15,264.45,117.12,439.5
11-Jun-09,740.05,260,115.08,452.25
